ID,category
13627,"Dog Walkers, Professional Services, Pet Services, Pet Training, Pet Sitting, Pets"
13628,"Doctors, Orthopedists, Physical Therapy, Hypnosis/Hypnotherapy, Health & Medical"
13629,"Home Decor, Kitchen & Bath, Shopping, Discount Store, Home & Garden, Furniture Stores"
13630,"Hotels, Event Planning & Services, Hotels & Travel"
13631,"Health & Medical, Urgent Care"
13632,"Restaurants, Pizza, Salad"
13633,"Restaurants, American (Traditional)"
13634,"Food, Coffee & Tea, Breakfast & Brunch, Restaurants"
13635,"Burgers, Pizza, Restaurants"
13636,"Auto Parts & Supplies, Automotive, Tires, Auto Repair"
13637,"Books, Mags, Music & Video, Shopping"
13638,"Real Estate, Home Services, Real Estate Services"
13639,"Wine Tasting Room, Food, Wine Bars, Nightlife, Arts & Entertainment, Bars, Wineries, Beer, Wine & Spirits"
13640,"Fitness & Instruction, Active Life, Gyms, Trainers"
13641,"Hotels, Event Planning & Services, Hotels & Travel"
13642,"Local Services, Appliances & Repair"
13643,"Hotels & Travel, Car Rental"
13644,"Post Offices, Public Services & Government"
13645,"Modern European, Polish, Restaurants"
13646,"Beer, Wine & Spirits, Food"
13647,"Sandwiches, Restaurants, Fast Food"
13648,"Orthopedists, Doctors, Physical Therapy, Health & Medical"
13649,"Public Services & Government, Libraries"
13650,"Watches, Watch Repair, Jewelry, Local Services, Shopping"
13651,"Towing, Automotive"
13652,"Burgers, Restaurants, Fast Food"
13653,"Pizza, Cheesesteaks, Italian, Restaurants"
13654,"Auto Detailing, Car Wash, Automotive, Oil Change Stations"
13655,"Hotels, Event Planning & Services, Hotels & Travel"
13656,"Waxing, Beauty & Spas, Hair Removal, Hair Salons, Blow Dry/Out Services"
13657,"Shopping, Health & Medical, Doctors, Ophthalmologists, Optometrists, Eyewear & Opticians"
13658,"Japanese, Sushi Bars, Steakhouses, Restaurants"
13659,"Health & Medical, Medical Centers, Weight Loss Centers, Physical Therapy, Chiropractors, Doctors, Rehabilitation Center"
13660,"Restaurants, Fast Food, Mexican, Breakfast & Brunch, Tacos, Tex-Mex"
13661,"Oil Change Stations, Automotive, Tires, Auto Repair"
13662,"Pets, Veterinarians"
13663,"Hair Salons, Beauty & Spas"
13664,"Active Life, Fitness & Instruction, Brazilian Jiu-jitsu, Martial Arts, Boxing, Kickboxing"
13665,"Local Services, Funeral Services & Cemeteries"
13666,"Oral Surgeons, Dentists, Health & Medical, Orthodontists, General Dentistry, Endodontists, Periodontists, Cosmetic Dentists, Pediatric Dentists"
13667,"Restaurants, Delis"
13668,"Cocktail Bars, Lounges, Comedy Clubs, Arts & Entertainment, Bars, Nightlife, Pubs, Music Venues"
13669,"Oil Change Stations, Tires, Automotive, Auto Parts & Supplies, Auto Repair"
13670,"Home & Garden, Shopping, Fashion, Discount Store, Department Stores, Home Decor, Furniture Stores"
13671,"American (Traditional), Cafes, Restaurants"
13672,"Restaurants, Japanese"
13673,"Eyelash Service, Waxing, Hair Removal, Eyebrow Services, Beauty & Spas"
13674,"Specialty Food, Grocery, Coffee & Tea, Convenience Stores, Food"
13675,"Restaurants, Chinese, Seafood"
13676,"Bars, Nightlife, Hot Dogs, Restaurants, Mexican"
13677,"Party Equipment Rentals, Event Planning & Services"
13678,"Pet Stores, Pets"
13679,"Sushi Bars, Fish & Chips, American (Traditional), Nightlife, Bars, Seafood, Pubs, Restaurants"
13680,"Restaurants, Pizza"
13681,"Carpet Cleaning, Local Services, Office Cleaning, Home Cleaning, Home Services, Contractors, Professional Services"
13682,"Motorcycle Repair, Tires, Auto Repair, Automotive"
13683,"Hair Salons, Beauty & Spas"
13684,"Automotive, Car Brokers"
13685,"Libraries, Public Services & Government"
13686,"Sandwiches, Event Planning & Services, Soup, Restaurants, Caterers"
13687,"Party & Event Planning, Event Planning & Services, Pizza, Venues & Event Spaces, Restaurants, Arts & Entertainment, Active Life, Indoor Playcentre, Kids Activities, Arcades"
13688,"Auto Customization, Car Window Tinting, Home Window Tinting, Auto Detailing, Home Services, Automotive, Auto Glass Services"
13689,"Restaurants, Mexican"
13690,"Pets, Veterinarians"
13691,"Physical Therapy, Health & Medical"
13692,"Fashion, Shopping, Department Stores"
13693,"Car Dealers, Automotive, Auto Loan Providers, Used Car Dealers, Auto Repair, Oil Change Stations, Auto Parts & Supplies"
13694,"Veterinarians, Pets"
13695,"Museums, Framing, Art Galleries, Shopping, Professional Services, Arts & Entertainment, Arts & Crafts"
13696,"Automotive, Tires, Auto Repair"
13697,"Food, Restaurants, Vegetarian"
13698,"Bakeries, Donuts, Restaurants, Coffee & Tea, Food"
13699,"Mexican, Restaurants"
13700,"Women's Clothing, Fashion, Men's Clothing, Used, Vintage & Consignment, Thrift Stores, Shopping"
13701,"Hair Removal, Health & Medical, Skin Care, Waxing, Beauty & Spas, Day Spas, Massage Therapy, Medical Spas"
13702,"Breakfast & Brunch, American (Traditional), Restaurants, Diners"
13703,"Restaurants, Chicken Wings"
13704,"Restaurants, Fast Food, American (New), Burgers, Breakfast & Brunch, Juice Bars & Smoothies, Salad, Gluten-Free, Sandwiches, Food, American (Traditional)"
13705,"Auto Repair, Automotive"
13706,"Herbs & Spices, Food, Specialty Food"
13707,"Restaurants, Seafood, Chinese"
13708,"Shopping, Sporting Goods"
13709,"Shopping, Food, Arts & Entertainment, Cideries, Home & Garden, Pumpkin Patches, Local Flavor, Fruits & Veggies, Specialty Food, Farms, Pick Your Own Farms"
13710,"Juice Bars & Smoothies, Acai Bowls, Restaurants, American (New), Food"
13711,"Massage, Reflexology, Beauty & Spas, Day Spas, Health & Medical, Nail Salons"
13712,"Local Services, Home Services, Home Network Installation, Data Recovery, Security Systems, Professional Services, Web Design, Telecommunications, IT Services & Computer Repair, Software Development, Electronics Repair"
13713,"Food Trucks, Food"
13714,"Beauty & Spas, Nail Salons"
13715,"Adult Entertainment, Nightlife, Restaurants"
13716,"Beaches, Active Life, Swimming Pools, Restaurants, Greek"
13717,"Desserts, Ice Cream & Frozen Yogurt, Food"
13718,"Food Trucks, Laotian, Food, Asian Fusion, Restaurants, Street Vendors"
13719,"Hair Salons, Beauty & Spas"
13720,"Elementary Schools, Education, Local Services, Child Care & Day Care, Preschools, Specialty Schools"
13721,"Restaurants, Chicken Wings"
13722,"Restaurants, Chicken Wings, Pizza, Sandwiches, American (New)"
13723,"Home Services, Tree Services"
13724,"Doctors, Health & Medical"
13725,"Food, Sandwiches, Ice Cream & Frozen Yogurt, Comfort Food, Breakfast & Brunch, Diners, Restaurants, Desserts"
13726,"Chicken Wings, Food, Event Planning & Services, Burgers, Seafood, Salad, Desserts, Restaurants"
13727,"Arts & Entertainment, Local Flavor, Farms"
13728,"Local Services, Printing Services, Mailbox Centers, Notaries, Shipping Centers"
13729,"Restaurants, Pizza"
13730,"Food, Nightlife, Mexican, Restaurants, Tex-Mex, Bars"
13731,"Archery, Active Life"
13732,"Bridal, Shopping"
13733,"Food, Cafes, Desserts, Restaurants, Shaved Snow, Chinese, Bubble Tea, Coffee & Tea"
13734,"Restaurants, Pizza, Italian"
13735,"Home Services, Carpet Installation, Flooring, Carpeting"
13736,"Nail Salons, Beauty & Spas"
13737,"Auto Parts & Supplies, Automotive, Auto Repair, Car Dealers"
13738,"Cosmetics & Beauty Supply, Skin Care, Shopping, Health & Medical, Beauty & Spas, Accessories, Fashion"
13739,"Eyewear & Opticians, Shopping"
13740,"Food, Distilleries"
13741,"Beer, Wine & Spirits, Food"
13742,"Restaurants, Chinese"
13743,"Restaurants, Bagels, Food, Breakfast & Brunch, Desserts"
13744,"Lighting Fixtures & Equipment, Contractors, Home Services, Electricians"
13745,"Sports Bars, Pubs, American (Traditional), Restaurants, Bars, Nightlife"
13746,"Optometrists, Health & Medical, Laser Eye Surgery/Lasik, Eyewear & Opticians, Shopping"
13747,"Chinese, Restaurants, Japanese"
13748,"Jewelry, Shopping, Women's Clothing, Men's Clothing, Shoe Stores, Cosmetics & Beauty Supply, Department Stores, Fashion, Beauty & Spas"
13749,"Kitchen & Bath, Home & Garden, Specialty Food, Shopping, Food"
13750,"Gift Shops, Flowers & Gifts, Food, Grocery, Beer, Wine & Spirits, Shopping"
13751,"Cosmetics & Beauty Supply, Shopping, Hair Salons, Skin Care, Beauty & Spas"
13752,"Automotive, Fashion, Shopping, Drugstores, Food, Grocery, Wholesale Stores, Department Stores, Tires"
13753,"Nail Salons, Beauty & Spas, Nail Technicians"
13754,"Flooring, Tiling, Carpet Cleaning, Home Cleaning, Local Services, Home Services, Grout Services"
13755,"Cannabis Dispensaries, Health & Medical, Cannabis Clinics, Shopping"
13756,"Pizza, Sandwiches, Restaurants"
13757,"Active Life, Local Services, Funeral Services & Cemeteries, Parks"
13758,"Restaurants, Tacos, Latin American, Mexican, Salad, American (New)"
13759,"Ophthalmologists, Shopping, Doctors, Health & Medical, Eyewear & Opticians, Optometrists"
13760,"Cosmetics & Beauty Supply, Men's Hair Salons, Hair Stylists, Hair Salons, Shopping, Beauty & Spas"
13761,"Vape Shops, Shopping, Tobacco Shops"
13762,"Restaurants, Mexican"
13763,"Gluten-Free, Pizza, Venues & Event Spaces, Italian, Restaurants, Event Planning & Services"
13764,"Photographers, Session Photography, Event Planning & Services"
13765,"Professional Services, Fire Protection Services, Home Services, Security Services, Private Investigation"
13766,"Hair Salons, Nail Salons, Permanent Makeup, Barbers, Beauty & Spas, Eyelash Service"
13767,"Restaurants, Shopping, Food Court, Fashion, Shopping Centers"
13768,"Banks & Credit Unions, Financial Services"
13769,"Restaurants, Burgers, Bars, American (Traditional), Nightlife"
13770,"Ethnic Food, Local Flavor, Hotels & Travel, Cooking Classes, Chinese, Restaurants, Arts & Crafts, Tours, Arts & Entertainment, Food, Specialty Food, Shopping"
13771,"Pet Services, Pets, Veterinarians"
13772,"Specialty Food, Food, Candy Stores, Gift Shops, Shopping, Souvenir Shops, Flowers & Gifts"
13773,"Insurance, Financial Services, Life Insurance, Home & Rental Insurance, Auto Insurance"
13774,"Bars, Music Venues, Lounges, Dance Clubs, Nightlife, Arts & Entertainment"
13775,"Sandwiches, Latin American, Coffee & Tea, Colombian, Food, Bakeries, Restaurants"
13776,"Endodontists, Medical Centers, Cosmetic Dentists, Doctors, Orthodontists, General Dentistry, Dentists, Health & Medical"
13777,"Breakfast & Brunch, American (Traditional), Sandwiches, Diners, Restaurants"
13778,"Sandwiches, Halal, Restaurants, Middle Eastern"
13779,"Health & Medical, Massage Therapy, Active Life, Beauty & Spas, Fitness & Instruction, Yoga, Day Spas, Massage"
13780,"Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tacos, Tex-Mex"
13781,"Auto Parts & Supplies, Tires, Auto Repair, Automotive"
13782,"Oral Surgeons, Dentists, Periodontists, General Dentistry, Cosmetic Dentists, Orthodontists, Health & Medical"
13783,"Italian, Restaurants, Pizza, Sandwiches"
13784,"Food, Restaurants, Bars, Sports Bars, Beer, Wine & Spirits, Chicken Wings, American (Traditional), Nightlife"
13785,"Sandwiches, Restaurants, American (New), American (Traditional), Italian"
13786,"Shopping, Vitamins & Supplements"
13787,"Food, Candy Stores, Ice Cream & Frozen Yogurt, Specialty Food, Desserts"
13788,"Fashion, Bridal, Formal Wear, Shopping, Women's Clothing"
13789,"Arts & Entertainment, Stadiums & Arenas, Professional Sports Teams"
13790,"Shopping, Home & Garden, Furniture Stores"
13791,"Local Services, Restaurants, Child Care & Day Care, Italian"
13792,"Venues & Event Spaces, Event Planning & Services, Party Supplies"
13793,"Pets, Veterinarians"
13794,"Party Bus Rentals, Transportation, Limos, Tours, Hotels & Travel, Event Planning & Services, Wine Tours, Beer Tours"
13795,"Breweries, Food"
13796,"Nightlife, Bars, Italian, Pizza, Restaurants"
13797,"Food, Ice Cream & Frozen Yogurt"
13798,"Health Markets, Restaurants, Grocery, Sandwiches, Food, Specialty Food"
13799,"Sports Bars, Nightlife, Bars, Music Venues, Arts & Entertainment"
13800,"Hotels & Travel, Car Rental"
13801,"Ice Cream & Frozen Yogurt, Desserts, Food, Shaved Ice"
13802,"Beauty & Spas, Blow Dry/Out Services, Hair Salons, Hair Extensions"
13803,"American (Traditional), Restaurants"
13804,"Restaurants, Japanese, Sushi Bars"
13805,"Food, Restaurants, Cajun/Creole"
13806,"Pizza, Restaurants"
13807,"Breakfast & Brunch, Restaurants, American (Traditional)"
13808,"Dentists, Endodontists, General Dentistry, Periodontists, Health & Medical"
13809,"Active Life, Boating, Automotive, Marinas"
13810,"Fitness & Instruction, Reflexology, Health & Medical, Yoga, Trainers, Massage Therapy, Acupuncture, Active Life"
13811,"Pets, Professional Services, Pet Services, Pet Groomers"
13812,"Sandwiches, Restaurants, Fast Food"
13813,"Local Services, Self Storage, Movers, Home Services"
13814,"Thai, Noodles, Laotian, Restaurants"
13815,"Window Washing, Home Services, Shopping, Home & Garden, Home Cleaning"
13816,"Restaurants, American (Traditional)"
13817,"Food Delivery Services, Restaurants, Delis, Sandwiches, Food, Fast Food"
13818,"Food, Poke, Hawaiian, Sushi Bars, Salad, Restaurants"
13819,"Beauty & Spas, Hair Salons"
13820,"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Endodontists"
13821,"Restaurants, Mexican"
13822,"Haunted Houses, Arts & Entertainment"
13823,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
13824,"Event Planning & Services, Florists, Wedding Planning, Flowers & Gifts, Shopping"
13825,"Restaurants, Cheesesteaks"
13826,"Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch"
13827,"Restaurants, Pizza"
13828,"Hot Dogs, Sandwiches, Ice Cream & Frozen Yogurt, Restaurants, Food"
13829,"Dry Cleaning & Laundry, Local Services, Sewing & Alterations, Laundry Services"
13830,"Coffee & Tea, Food"
13831,"American (Traditional), Sandwiches, Restaurants, Food Stands"
13832,"Auto Repair, Oil Change Stations, Auto Parts & Supplies, Automotive, Car Dealers, Body Shops"
13833,"Shopping, Tobacco Shops"
13834,"Dry Cleaning & Laundry, Sewing & Alterations, Local Services, Laundry Services"
13835,Restaurants
13836,"Hair Stylists, Beauty & Spas, Eyelash Service, Hair Salons, Makeup Artists"
13837,"Shopping, Shopping Centers"
13838,"Seafood, Restaurants"
13839,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food"
13840,"Piercing, Beauty & Spas, Tattoo"
13841,"Automotive, Auto Repair"
13842,"Burgers, Sandwiches, Restaurants, Fast Food"
13843,"Restaurants, Chinese"
13844,"Thai, French, Restaurants"
13845,"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"
13846,"Automotive, Auto Repair"
13847,"Mexican, Restaurants"
13848,"Barbeque, Restaurants"
13849,"Shopping, Drugstores, Food, Health & Medical, Convenience Stores, Pharmacy"
13850,"Grocery, Food"
13851,"Beauty & Spas, Food, Shopping, Cosmetics & Beauty Supply, Drugstores, Convenience Stores, Photography Stores & Services"
13852,"Restaurants, Nightlife, Music Venues, Arts & Entertainment"
13853,"Beauty & Spas, Nail Salons"
13854,"Food, Tea Rooms"
13855,"Breakfast & Brunch, Coffee & Tea, Food, Cafes, Bakeries, Restaurants"
13856,"Diners, Breakfast & Brunch, Restaurants"
13857,"Salad, Sushi Bars, Japanese, Restaurants"
13858,"Hotels & Travel, Event Planning & Services, Hotels, Party & Event Planning, Venues & Event Spaces"
13859,"Indian, Food, Soup, Desserts, Restaurants"
13860,"Auto Repair, Automotive, Home Services, Transmission Repair, Heating & Air Conditioning/HVAC"
13861,"Greek, Restaurants, American (New), Hot Dogs"
13862,"Barbeque, Restaurants"
13863,"Acupuncture, Physical Therapy, Health & Medical, Traditional Chinese Medicine, Herbal Shops"
13864,"Pet Training, Pet Services, Pets, Pet Stores"
13865,"Nightlife, Adult Entertainment, Beer, Wine & Spirits, Cocktail Bars, Bars, Food"
13866,"Seafood, Restaurants"
13867,"Southern, Restaurants, American (Traditional)"
13868,"Beauty & Spas, Hair Stylists, Hair Salons"
13869,"Restaurants, Diners"
13870,"Restaurants, Japanese, Ramen"
13871,"Automotive, Gas Stations"
13872,"Shoe Repair, Local Services"
13873,"Home Services, Venues & Event Spaces, Hotels, Hotels & Travel, Apartments, Event Planning & Services, Real Estate"
13874,"Food, Beer, Wine & Spirits, Shopping"
13875,"Juice Bars & Smoothies, Food, Coffee & Tea, Fast Food, Restaurants, Acai Bowls"
13876,"Chinese, Restaurants"
13877,"Salad, Asian Fusion, Restaurants"
13878,"Restaurants, Greek"
13879,"Gas Stations, Automotive, Oil Change Stations, Smog Check Stations, Towing, Auto Repair, Tires, Auto Parts & Supplies"
13880,"Pizza, Restaurants"
13881,"Dry Cleaning, Local Services, Dry Cleaning & Laundry, Laundry Services, Sewing & Alterations"
13882,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Seafood"
13883,"Pizza, Sports Bars, Bars, Sandwiches, Nightlife, Restaurants, American (Traditional)"
13884,"Salad, Falafel, Restaurants, Middle Eastern, Mediterranean"
13885,"Sandwiches, Restaurants, Fast Food"
13886,"American (Traditional), Sandwiches, Burgers, Restaurants"
13887,"Breakfast & Brunch, Restaurants"
13888,"Convenience Stores, Drugstores, Food, Shopping, Cosmetics & Beauty Supply, Beauty & Spas"
13889,"Tex-Mex, Event Planning & Services, Caterers, Restaurants, Mexican"
13890,"Nail Salons, Beauty & Spas"
13891,"Home & Garden, Art Supplies, Arts & Crafts, Knitting Supplies, Tabletop Games, Shopping, Home Decor"
13892,"Automotive, Car Dealers, Auto Repair"
13893,"Vietnamese, Restaurants"
13894,"Local Services, Shopping, Jewelry Repair, Jewelry, Watch Repair"
